"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 15","26,740.0","25,440.0","26,740.0","25,260.0","3.21M","6.45%"
"May 15","25,120.0","27,680.0","27,700.0","25,120.0","3.38M","-9.31%"
"Apr 15","27,700.0","25,240.0","27,900.0","25,240.0","3.36M","9.49%"
"Mar 15","25,300.0","26,200.0","27,000.0","23,000.0","2.76M","-4.17%"
"Feb 15","26,400.0","25,700.0","27,280.0","24,640.0","2.25M","3.04%"
"Jan 15","25,620.0","27,500.0","27,500.0","25,400.0","2.70M","-8.83%"
"Dec 14","28,100.0","28,020.0","29,900.0","23,960.0","3.95M","-1.06%"
"Nov 14","28,400.0","30,740.0","32,100.0","28,400.0","2.97M","-7.49%"
"Oct 14","30,700.0","29,000.0","31,180.0","27,560.0","3.64M","5.28%"
"Sep 14","29,160.0","31,900.0","32,300.0","28,000.0","6.28M","-8.59%"
"Aug 14","31,900.0","31,780.0","32,400.0","30,300.0","3.00M","0.38%"
"Jul 14","31,780.0","30,320.0","32,500.0","29,240.0","2.61M","4.82%"
"Jun 14","30,320.0","29,420.0","30,760.0","27,800.0","3.34M","2.99%"
"May 14","29,440.0","27,580.0","29,440.0","27,200.0","4.46M","6.74%"
"Apr 14","27,580.0","25,100.0","27,880.0","25,000.0","3.96M","8.24%"
"Mar 14","25,480.0","23,500.0","25,500.0","23,240.0","4.26M","5.73%"
"Feb 14","24,100.0","21,700.0","24,100.0","20,380.0","3.69M","12.62%"
"Jan 14","21,400.0","23,660.0","24,200.0","21,020.0","3.19M","-9.55%"
"Dec 13","23,660.0","24,000.0","24,500.0","23,020.0","2.01M","-1.00%"
"Nov 13","23,900.0","25,000.0","25,080.0","22,700.0","4.90M","-3.71%"
"Oct 13","24,820.0","25,300.0","25,800.0","24,680.0","3.44M","-1.97%"
"Sep 13","25,320.0","24,500.0","26,000.0","24,220.0","3.63M","2.59%"
"Aug 13","24,680.0","23,160.0","24,680.0","23,160.0","2.19M","6.93%"
"Jul 13","23,080.0","23,000.0","24,380.0","22,100.0","2.42M","-0.35%"
"Jun 13","23,160.0","25,020.0","25,440.0","22,000.0","4.59M","-9.03%"
"May 13","25,460.0","24,500.0","25,460.0","24,000.0","3.67M","4.26%"
"Apr 13","24,420.0","25,980.0","26,300.0","23,220.0","8.05M","-6.08%"
"Mar 13","26,000.0","25,660.0","26,500.0","25,260.0","2.74M","0.39%"
"Feb 13","25,900.0","24,120.0","25,980.0","24,020.0","4.96M","7.92%"
"Jan 13","24,000.0","23,500.0","24,200.0","22,640.0","2.80M","2.21%"
"Dec 12","23,480.0","22,560.0","23,500.0","22,440.0","3.73M","2.89%"
"Nov 12","22,820.0","22,560.0","22,820.0","21,600.0","2.08M","0.97%"
"Oct 12","22,600.0","21,600.0","23,460.0","21,500.0","4.40M","4.15%"
"Sep 12","21,700.0","21,480.0","22,100.0","21,160.0","2.99M","0.93%"
"Aug 12","21,500.0","21,220.0","22,000.0","20,780.0","3.00M","-0.74%"
"Jul 12","21,660.0","21,960.0","22,200.0","21,120.0","1.55M","-1.55%"
"Jun 12","22,000.0","22,180.0","22,280.0","20,200.0","2.51M","-2.14%"
"May 12","22,480.0","20,220.0","22,480.0","20,200.0","12.20M","10.30%"
"Apr 12","20,380.0","19,920.0","20,400.0","19,400.0","5.79M","5.38%"
"Mar 12","19,340.0","20,300.0","20,320.0","19,340.0","2.15M","-4.16%"
"Feb 12","20,180.0","19,680.0","20,480.0","19,600.0","3.05M","1.92%"
"Jan 12","19,800.0","20,660.0","20,900.0","19,520.0","4.39M","-5.08%"
"Dec 11","20,860.0","20,200.0","20,860.0","19,420.0","2.13M","3.27%"
"Nov 11","20,200.0","20,200.0","20,480.0","19,320.0","2.21M","-0.10%"
"Oct 11","20,220.0","20,080.0","20,800.0","19,600.0","4.73M","-0.39%"
"Sep 11","20,300.0","21,120.0","21,120.0","19,620.0","2.09M","-3.33%"
"Aug 11","21,000.0","21,720.0","22,380.0","20,200.0","3.39M","-3.31%"
"Jul 11","21,720.0","21,900.0","22,600.0","20,040.0","8.09M","-0.82%"
"Jun 11","21,900.0","22,400.0","23,000.0","21,900.0","6.47M","-2.23%"
"May 11","22,400.0","21,000.0","22,500.0","20,720.0","5.27M","6.67%"
"Apr 11","21,000.0","20,880.0","21,200.0","19,680.0","5.73M","2.14%"
"Mar 11","20,560.0","21,840.0","22,140.0","20,020.0","2.60M","-5.77%"
"Feb 11","21,820.0","21,840.0","22,060.0","21,320.0","2.83M","-0.82%"
"Jan 11","22,000.0","22,720.0","22,880.0","21,360.0","3.40M","-4.26%"
"Dec 10","22,980.0","22,400.0","23,300.0","22,400.0","6.54M","2.59%"
"Nov 10","22,400.0","21,900.0","23,640.0","21,020.0","8.74M","1.82%"
